,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
41,0.31229532598987797,1,0.02681843,0.4020061256782728,1987,1,3,2,0.1621952463531572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,0.5385531408157189,1,0.117818348,0.6860131477972686,1999,2,1,2,0.19106396001224116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,1.0,1,0.069102831,0.9704556567446978,2009,2,3,3,0.5159645006630623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0.4522179220005954,2,0.042277867,0.40413941690605704,1987,1,3,2,0.026063449964296645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,0.11104495385531409,1,0.089498926,0.6231375085739123,1998,2,3,1,0.02489033969193104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,0.8958023221196785,1,0.0,0.5178829737383616,2002,2,2,2,0.18351525043354078,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.32420363203334324,1,0.025879577,0.9929294935789038,2002,2,2,2,0.44292563500969095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0.6725215838047037,2,0.121632721,0.1244999966043912,1997,3,1,2,0.1948383148015914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,0.4943521991149732,2,0.255394896,0.7028460295146317,1985,3,1,1,0.05722737937366113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,0.16880023816612086,1,0.067779712,0.47789458672045315,1997,3,1,2,0.23758033255125985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,0.33581423042572195,1,0.159803853,0.4678529226004931,1987,1,3,2,0.06263388758543303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,0.31795177136052394,2,0.028696932,0.36400586761200415,1987,1,3,2,0.05957359991839233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,0.3774933015778505,1,0.065041581,0.7007237740154433,2007,2,2,2,0.23656023666224626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,0.4522179220005954,1,0.028760013,0.5101087273937345,2007,2,2,2,0.366316433744772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,0.19946412622804408,1,0.010053105,0.9242456655053685,2009,2,3,3,0.47689482811384276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56,0.27627270020839534,1,0.048157338,0.3177958763726748,2002,2,2,2,0.1596450066306233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,0.2268532301280143,1,0.071958197,0.02869544105562688,1999,2,1,2,0.05850249923492809,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,0.6278654361417088,1,0.173481304,0.6927933296660759,1997,3,1,2,0.373610119351219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59,0.4943521991149732,1,0.061082177,0.6313472417469729,1985,3,1,1,0.0657961848413751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,0.32420363203334324,1,0.0,0.9152201373184199,2009,2,3,3,0.24145669692951138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,0.20333432569217028,2,0.040071131,0.23795322888440668,2002,2,2,2,0.07885341222074876,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,0.4943521991149732,1,0.012090074,0.029689505531446725,1985,2,3,4,0.034581250637559936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,0.4943521991149732,2,0.15028599,0.08395303193909637,1985,3,1,1,0.00877282464551668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,0.4943521991149732,1,0.026015519,0.9530862688371399,1985,2,3,4,0.19228807507905746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
65,0.7826734147067579,1,0.195068226,0.6542344939524208,1998,2,3,1,0.01157808834030399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
66,0.8809169395653469,1,0.033082215,0.5996806429924821,2004,3,2,2,0.3701927981230236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,0.5415302173265852,2,0.078946455,0.6567701648228511,2002,2,2,2,0.08313781495460575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,0.7767192616850254,1,0.041700756,0.5669079246718144,2002,2,2,2,0.1738243394879119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
69,0.2435248585888657,1,0.143422643,0.27398742945622717,1997,3,1,2,0.15275935937978172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,0.657636201250372,2,0.105296072,0.5895048523249734,1997,3,1,2,0.2606344996429664,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
71,0.6725215838047037,2,0.121531501,0.11855768120666356,1987,1,3,2,0.04335407528307662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,0.8154212563262875,1,0.0,0.5664834735719768,2002,2,2,2,0.3501989186983577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
73,0.19648704971717776,1,0.011324862,0.6720283329598163,2007,2,2,2,0.17249821483219424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,0.19470080381065794,1,0.186357148,0.9468646646157189,1999,2,1,2,0.42497194736305216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,0.22834176838344747,2,0.024205661,0.3511382080693247,1997,3,1,2,0.17290625318779965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,0.49389699315272395,1,0.033230816,0.598697614245258,1999,2,1,2,0.08992145261654597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
77,0.4943521991149732,1,0.113720344,0.24911204829913958,1985,3,1,1,0.04672039171682139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0.8600774039892825,1,0.112556507,0.3127024631746226,2007,2,2,2,0.11909619504233399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,0.08038106579339091,1,0.0,0.811786497701173,2002,2,2,2,0.40385596246047134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,0.19083060434653168,1,0.059352241,0.29957758626544156,1997,3,1,2,0.12751198612669593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
81,0.43137838642453114,2,0.014087057,0.6326205950464858,1997,3,1,2,0.10680403957972051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,0.7261089610002976,1,0.045230944,0.664968862267316,2009,2,3,3,0.3570335611547486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
83,0.4943521991149732,1,0.293417759,0.6932288164945093,1985,3,1,1,0.04212996021626034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,0.4943521991149732,2,0.031382044,0.5945982655230256,1985,2,3,4,0.2343160257064164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,0.6516820482286394,2,0.12639886,0.6184795822042934,2007,2,2,2,0.1873916148117923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,0.08931229532598987,1,0.025403898,0.5505215655114806,2004,3,2,2,0.20554932163623382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,0.4943521991149732,2,0.039057677,0.5291759197006431,1985,2,3,4,0.24915842089156381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,0.10419767788032151,2,0.123115764,0.2731495629851476,1997,3,1,2,0.04814852596144038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89,0.9702292348913367,1,0.039624006,0.36498889635922827,1999,2,1,2,0.11414872998061819,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,0.964275081869604,1,0.040421193,0.38575389306548774,1998,2,3,1,0.025757421197592573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,0.25841024114319733,1,0.105274111,0.03660381394780272,1999,2,1,2,0.05034173212281955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,0.8958023221196785,1,0.033970195,0.10132241984665431,2002,2,2,2,0.1032847087626237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
93,0.901756475141411,1,0.053212652,0.11291672608982065,2004,3,2,2,0.04513924308885036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,0.31229532598987797,1,0.024378706,0.3533945901160619,2004,3,2,2,0.09507293685606448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,0.4943521991149732,1,0.009714595,0.3767062934213475,1985,3,1,1,0.034785269815362646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0.4522179220005954,1,0.131383762,0.9115342039674293,1999,2,1,2,0.09180863001122107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,0.24977671926168502,2,0.07461309,0.6628466067681276,2004,3,2,2,0.2851168009792921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,0.4943521991149732,1,0.028459761,0.5037419608961691,1985,2,3,4,0.3317351831072121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99,0.24977671926168502,2,0.074627201,0.6645444111674783,1997,3,1,2,0.09813322452310518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,0.520690681750521,1,0.063695084,0.5084109229943836,2002,2,2,2,0.1357747628277058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,0.4943521991149732,2,0.045797829,0.6249804752494075,1985,2,3,4,0.21615831888197495,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
102,0.22357844596606136,2,0.115857223,0.627393055300885,1999,2,1,2,0.29592981740283586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
103,0.7261089610002976,2,0.024832806,0.03180072530203942,1987,1,3,2,0.04860756911149649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104,0.9047335516522774,1,0.034027909,0.7674084374087431,2009,2,3,3,0.24150770172396208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
105,0.7469484965763621,2,0.0467696,0.46644544275343125,1987,1,3,2,0.16964194634295626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,0.3539743971420065,2,0.116576702,0.5595581294270251,1987,1,3,2,0.13490768132204428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,0.12384638285203929,2,0.0,0.38209003117168877,2002,2,2,2,0.19131898398449457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,0.4943521991149732,1,0.278974075,0.8237831835869854,1985,3,1,1,0.04947465061715802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
109,0.5713009824352485,1,0.035913805,0.04297058044536806,1987,1,3,2,0.05967560950729369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
110,0.520690681750521,1,0.079806266,0.8541653933133672,1997,3,1,2,0.051004794450678376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,0.2581125334921108,1,0.005505481,0.30183396831217874,2007,2,2,2,0.20677343670305012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,0.4943521991149732,2,0.064625342,0.6182002933806003,1985,3,1,1,0.01096603080689585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,0.4943521991149732,1,0.071636937,0.38378783557103957,1985,2,3,4,0.3113332653269408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
114,0.2706162548377493,2,0.0,0.602361476139057,2002,2,2,2,0.23890645720697748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,0.1753498064900268,1,0.032677678,0.8820119321693186,1999,2,1,2,0.45266755074977055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,0.7320631140220304,2,0.160760054,0.6840360545742247,2007,2,2,2,0.3685096399061512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,0.1744566835367669,1,0.06911065,0.3299377245346318,2004,3,2,2,0.19218606549015607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
118,0.41947008038106576,1,0.041177505,0.46275950940244087,2007,2,2,2,0.19300214220136697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119,0.42244715689193213,1,0.040081193,0.8309878165556303,2009,2,3,3,0.08492298276037949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
120,0.502828222685323,1,0.035307322,0.06881795462108402,2007,2,2,2,0.04957666020605937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,0.4819886871092587,1,0.063017847,0.54231183233842,2002,2,2,2,0.1572477812914414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
122,0.9345043167609407,2,0.171938781,0.2598574523426305,1998,2,3,1,0.011731102723656026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,0.240845489729086,2,0.040197932,0.6742957507351494,2004,3,2,2,0.2300316229725594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,0.4790116105983923,1,0.049058014,0.1334024339723869,2007,2,2,2,0.06385800265224932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,0.7826734147067579,1,0.01161096,0.2705918206575257,2004,3,2,2,0.06401101703560136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,0.5713009824352485,1,0.183507295,0.21705410563059852,1997,3,1,2,0.08456594919922474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
127,0.8749627865436141,1,0.102349519,0.09128075572669425,2007,2,2,2,0.06855044374171172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128,0.2575171181899375,1,0.086708987,0.5113710449646518,1987,1,3,2,0.055850249923492815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,0.9493896993152723,1,0.032835147,0.03816749179960477,2002,2,2,2,0.05161685198408651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,0.4943521991149732,1,0.033809913,0.6337377503412587,1985,2,3,4,0.6078751402631848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,0.5325989877939863,1,0.07266912,0.5475504078126168,1997,3,1,2,0.10762011629093135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,0.4943521991149732,1,0.144338493,0.8198289971408975,1985,2,3,4,0.531877996531674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,0.2581125334921108,1,0.009163216,0.2988628106133148,1998,2,3,1,0.005202489033969193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
